PERSONID,GTCBSA,HRHHID,HEHOUSUT,HRHTYPE,HEFAMINC,HRNUMHOU
94530,15380,707326000000000.0,1,7,3,1
94532,35620,707334000000000.0,1,7,13,1
94535,15380,710107000000000.0,1,4,16,2
94541,35620,710209000000000.0,1,6,16,2
94543,35620,710307000000000.0,1,1,15,3
94547,35620,710309000000000.0,1,4,15,2
94552,35620,710409000000000.0,1,3,1,5
94558,35620,716400000000000.0,1,4,3,2
94561,35620,726803000000000.0,1,6,8,1
94562,35620,736083000000000.0,1,1,12,4
94566,35620,746088000000000.0,1,3,13,2
94568,35620,746090000000000.0,1,4,11,5
94574,35620,746943000000000.0,1,1,12,3
94579,35620,761162000000000.0,1,1,13,4
94586,35620,763215000000000.0,1,7,6,1
94588,35620,763221000000000.0,1,7,12,1
94592,35620,763252000000000.0,1,3,7,4
94609,35620,763304000000000.0,1,1,11,4
94623,35620,763845000000000.0,1,1,16,2
94635,35620,763914000000000.0,1,6,15,2
94651,35620,766843000000000.0,1,4,15,3
94654,35620,786949000000000.0,1,7,2,1
94655,35620,796142000000000.0,1,7,14,1
94656,35620,796814000000000.0,1,6,15,1
94657,15380,796841000000000.0,1,6,7,2
94660,35620,802324000000000.0,1,6,15,3
94668,35620,803323000000000.0,1,1,11,3
94676,35620,803333000000000.0,1,4,15,2
94685,35620,804315000000000.0,1,4,13,3
94688,35620,805309000000000.0,1,1,8,2
94692,35620,805315000000000.0,1,4,7,5
94697,35620,805325000000000.0,1,1,16,3
94700,35620,805335000000000.0,1,4,15,2
94706,35620,805345000000000.0,1,7,10,1
94707,35620,806338000000000.0,1,1,11,2
94713,35620,806348000000000.0,1,7,15,1
94715,15380,806910000000000.0,1,4,10,2
94718,35620,810202000000000.0,1,1,14,3
94721,35620,810302000000000.0,1,1,4,5
94732,35620,810402000000000.0,1,1,5,5
94740,35620,826115000000000.0,1,7,1,1
94742,35620,826175000000000.0,1,4,12,3
94746,35620,841062000000000.0,1,4,16,2
94748,35620,841162000000000.0,1,6,9,2
94750,35620,841262000000000.0,1,6,11,1
94752,35620,841462000000000.0,1,7,2,1
94753,35620,841862000000000.0,1,4,15,3
94756,35620,841962000000000.0,1,6,4,2
94760,35620,851666000000000.0,1,6,13,2
94762,35620,851866000000000.0,1,7,13,2
94764,35620,861162000000000.0,1,4,4,2
94766,35620,861262000000000.0,1,1,10,2
94771,35620,863453000000000.0,1,7,4,1
94789,35620,863470000000000.0,1,1,10,2
94795,35620,863559000000000.0,1,7,8,1
94798,35620,863891000000000.0,1,4,11,2
94815,35620,881260000000000.0,1,1,11,6
94823,35620,886355000000000.0,1,7,10,1
94825,35620,896175000000000.0,1,7,12,1
94826,35620,896376000000000.0,1,1,3,2
94828,35620,896815000000000.0,1,7,8,2
94835,35620,901365000000000.0,1,4,7,5
94840,35620,901465000000000.0,1,1,16,5
94846,35620,901665000000000.0,1,1,11,2
94848,35620,901768000000000.0,1,7,11,1
94849,35620,901868000000000.0,1,1,16,5
94854,35620,901968000000000.0,1,1,13,2
94862,35620,905335000000000.0,1,6,1,1
94866,35620,905345000000000.0,1,1,16,4
94877,35620,906340000000000.0,1,7,16,1
94884,35620,906350000000000.0,1,7,13,1
94885,35620,906438000000000.0,1,1,8,2
94887,35620,906868000000000.0,1,4,1,2
94889,15380,907321000000000.0,1,6,13,1
94894,35620,910306000000000.0,1,7,15,2
94896,35620,926022000000000.0,1,1,12,4
94900,35620,926210000000000.0,1,4,7,3
94904,35620,926532000000000.0,1,1,10,4
94909,35620,946773000000000.0,1,7,15,2
94916,35620,961463000000000.0,1,3,1,5
94926,35620,961867000000000.0,1,7,12,1
94927,35620,961963000000000.0,1,7,12,1
94928,15380,963079000000000.0,1,1,14,2
94930,35620,963206000000000.0,1,6,6,1
94932,35620,963283000000000.0,1,4,14,3
94948,35620,963983000000000.0,1,6,6,1
94956,35620,966842000000000.0,1,4,7,2
94958,35620,971864000000000.0,1,1,16,3
94961,15380,981362000000000.0,1,3,6,2
94964,35620,986353000000000.0,1,7,16,1
94965,35620,986592000000000.0,1,7,13,2
94969,35620,991166000000000.0,1,6,16,2
94971,35620,996373000000000.0,1,3,11,3
94974,35620,996374000000000.0,1,1,11,2
94976,35620,996970000000000.0,1,4,9,4
98345,16740,328172000000.0,1,1,14,10
98358,16740,328178000000.0,1,1,13,3
98362,16740,2329010000000.0,1,6,7,1
98384,16740,10205800000000.0,1,7,10,1
98427,16740,30711900000000.0,1,1,13,4
98445,16740,30712100000000.0,1,1,14,2
98457,16740,30712200000000.0,1,7,9,1
98458,16740,30712300000000.0,1,6,8,1
98462,16740,30712600000000.0,1,1,16,5
98468,16740,30712700000000.0,1,7,6,1
98482,16740,41577000000000.0,1,4,15,4
98507,16740,73984100000000.0,1,3,5,2
98522,16740,100018000000000.0,1,7,13,1
98523,16740,100243000000000.0,1,6,13,1
98542,16740,120008000000000.0,1,3,9,4
98548,16740,123873000000000.0,1,1,4,3
98558,16740,135803000000000.0,1,4,10,2
98569,16740,139933000000000.0,1,1,15,2
98627,16740,173856000000000.0,1,6,13,1
98633,16740,174633000000000.0,1,3,13,2
98649,16740,185028000000000.0,1,7,12,1
98653,16740,192823000000000.0,1,1,11,3
98680,16740,208325000000000.0,1,3,10,4
98720,16740,264047000000000.0,1,1,13,3
98724,16740,273505000000000.0,1,1,3,2
98728,16740,273528000000000.0,1,7,8,1
98730,16740,273642000000000.0,1,6,5,1
98732,16740,281038000000000.0,1,6,8,1
98733,16740,282058000000000.0,1,3,4,4
98740,16740,285028000000000.0,1,1,14,2
98751,16740,297129000000000.0,1,7,12,1
98805,16740,313940000000000.0,1,4,12,4
98826,16740,318950000000000.0,1,1,13,3
98838,16740,320690000000000.0,1,1,16,4
98842,16740,320890000000000.0,1,4,4,5
98848,16740,323240000000000.0,1,4,2,4
98860,16740,327180000000000.0,1,7,10,1
98866,16740,327751000000000.0,1,1,14,2
98886,16740,373887000000000.0,1,7,7,1
98892,16740,397120000000000.0,1,1,11,2
98907,16740,407648000000000.0,1,6,11,1
98927,16740,451973000000000.0,1,1,13,2
98937,16740,505325000000000.0,1,1,13,2
98942,16740,507641000000000.0,1,4,16,4
98946,16740,508326000000000.0,1,6,8,1
98950,16740,510203000000000.0,1,6,14,2
98977,16740,573430000000000.0,1,7,12,1
98996,16740,621879000000000.0,1,1,13,4
99013,16740,667457000000000.0,1,1,14,2
99038,16740,721121000000000.0,1,3,6,2
99048,16740,729230000000000.0,1,1,8,2
99063,16740,747470000000000.0,1,7,2,1
99069,16740,750470000000000.0,1,6,11,1
99081,16740,766590000000000.0,1,6,11,1
99082,16740,767460000000000.0,1,4,10,3
99099,16740,778071000000000.0,1,1,16,5
99109,16740,779590000000000.0,1,1,13,2
99111,16740,780590000000000.0,1,1,14,2
99114,16740,787509000000000.0,1,1,16,2
99123,16740,798000000000000.0,1,1,14,3
99146,16740,810203000000000.0,1,4,10,4
99152,16740,810209000000000.0,1,1,14,2
99154,16740,811777000000000.0,1,1,16,6
99162,16740,831872000000000.0,1,7,8,1
99167,16740,867451000000000.0,1,4,13,2
99179,16740,887816000000000.0,1,7,3,1
99212,16740,991273000000000.0,1,7,3,1
99213,16740,991373000000000.0,1,7,10,1
99216,16740,997808000000000.0,1,3,2,3
110465,38900,1405300000000.0,1,6,10,1
110468,38900,1415290000000.0,1,1,6,2
110470,38900,4406460000000.0,1,6,6,1
110474,38900,9061560000000.0,1,7,11,1
110475,38900,9413070000000.0,1,6,14,1
110479,38900,10021700000000.0,1,1,10,5
110487,38900,14339100000000.0,1,1,9,2
110494,38900,14654100000000.0,1,1,16,4
110506,38900,31590800000000.0,1,1,8,2
110516,38900,37021500000000.0,1,3,12,3
110527,38900,40041000000000.0,1,1,13,3
110530,38900,40041200000000.0,1,7,8,1
110538,38900,40110500000000.0,1,1,11,4
110544,38900,40110700000000.0,1,1,14,4
110548,38900,40110800000000.0,1,1,11,2
110560,38900,40110900000000.0,1,4,13,2
110572,38900,40111000000000.0,1,7,14,1
110577,38900,40111100000000.0,1,4,9,2
110585,38900,40111400000000.0,1,7,6,1
110586,38900,40120000000000.0,1,7,10,1
110587,38900,41011600000000.0,1,7,16,1
110599,38900,61510800000000.0,1,1,13,3
110603,38900,62041700000000.0,1,1,16,3
110606,38900,64041200000000.0,1,6,16,2
110617,38900,90001200000000.0,1,1,16,4
110621,38900,90001600000000.0,1,7,13,2
110624,38900,100180000000000.0,1,1,14,2
110627,38900,104405000000000.0,1,7,12,2
110636,38900,104674000000000.0,1,1,16,3
110647,38900,106060000000000.0,1,3,15,4
110653,38900,110003000000000.0,1,1,15,3
110658,38900,110022000000000.0,1,1,10,2
110660,38900,110071000000000.0,1,6,6,1
110663,38900,114575000000000.0,1,7,13,2
110669,38900,114911000000000.0,1,3,7,3
110675,38900,116694000000000.0,1,6,7,1
110679,38900,121180000000000.0,1,1,16,2
110683,38900,129071000000000.0,1,7,15,1
110687,38900,131001000000000.0,1,1,13,2
110690,38900,131421000000000.0,1,7,3,1
110694,38900,137021000000000.0,5,6,10,1
110695,38900,140042000000000.0,1,6,13,2
110701,38900,141781000000000.0,5,7,15,1
110706,38900,150060000000000.0,1,3,11,2
110710,38900,154101000000000.0,1,6,2,1
110714,38900,160091000000000.0,1,1,16,3
110717,38900,162041000000000.0,1,7,3,1
110718,38900,164042000000000.0,1,6,10,2
110720,38900,164444000000000.0,1,6,14,2
110730,38900,170994000000000.0,1,7,14,1
110732,38900,171494000000000.0,1,3,7,2
110736,38900,173091000000000.0,1,7,13,1
110741,38900,180344000000000.0,1,1,14,2
110745,38900,180401000000000.0,1,1,15,4
110750,38900,182374000000000.0,1,1,4,5
110755,38900,184684000000000.0,1,1,15,2
110762,38900,185060000000000.0,1,7,4,1
110786,38900,206403000000000.0,1,1,13,4
110793,38900,214529000000000.0,1,1,15,4
110802,38900,214789000000000.0,1,6,7,1
110806,38900,264444000000000.0,1,7,1,1
110815,38900,301217000000000.0,1,6,10,3
110818,38900,302117000000000.0,1,6,6,1
110824,38900,310006000000000.0,1,1,16,4
110833,38900,341110000000000.0,1,1,16,4
110837,38900,341118000000000.0,1,7,3,1
110838,38900,341318000000000.0,1,7,8,1
110839,38900,341718000000000.0,1,4,14,3
110842,38900,341918000000000.0,1,1,1,4
110848,38900,361518000000000.0,1,1,8,4
110854,38900,400321000000000.0,1,6,12,1
110855,38900,400421000000000.0,1,1,12,2
110858,38900,400850000000000.0,1,1,16,2
110860,38900,400930000000000.0,1,7,6,3
110871,38900,406360000000000.0,1,6,1,1
110874,38900,406960000000000.0,1,1,12,2
110876,38900,408461000000000.0,1,1,15,2
110878,38900,408530000000000.0,1,3,14,4
110883,38900,408830000000000.0,1,1,15,2
110886,38900,410005000000000.0,1,1,14,2
110895,38900,410021000000000.0,1,1,11,2
110899,38900,410130000000000.0,1,1,15,2
110901,38900,411071000000000.0,1,1,15,4
110909,38900,414348000000000.0,1,4,13,5
110919,38900,414357000000000.0,1,1,14,5
110928,38900,414644000000000.0,1,6,6,1
110933,38900,418130000000000.0,1,1,15,4
110937,38900,419150000000000.0,1,6,14,2
110943,38900,461372000000000.0,5,4,8,3
110946,38900,511510000000000.0,1,4,6,3
110954,38900,521719000000000.0,1,1,15,2
110958,38900,561376000000000.0,1,2,13,4
110982,38900,610105000000000.0,1,1,10,2
110984,38900,614749000000000.0,1,6,12,1
110986,38900,621418000000000.0,5,1,8,2
110992,38900,631305000000000.0,1,1,11,2
110998,38900,641516000000000.0,1,6,14,2
111000,38900,641716000000000.0,1,1,15,2
111002,38900,641816000000000.0,1,7,13,1
111003,38900,642216000000000.0,1,6,6,1
111004,38900,651201000000000.0,1,1,16,4
111014,38900,710100000000000.0,1,1,16,2
111031,38900,751204000000000.0,1,1,14,2
111035,38900,761111000000000.0,1,1,12,5
111040,38900,761402000000000.0,1,1,10,2
111044,38900,808417000000000.0,1,7,12,1
111045,38900,810109000000000.0,1,4,7,3
111049,38900,831540000000000.0,1,6,15,2
111051,38900,861406000000000.0,1,7,12,1
111054,38900,906418000000000.0,1,3,15,3
111057,38900,907403000000000.0,1,1,7,2
111060,38900,907413000000000.0,1,1,8,3
111071,38900,914208000000000.0,1,6,16,2
111078,38900,931430000000000.0,1,4,1,6
116907,39300,1024240000000.0,1,6,13,2
116912,39300,11642000000000.0,1,4,12,3
116930,39300,40412700000000.0,1,7,3,1
116931,39300,40412800000000.0,1,6,1,1
116934,39300,40413400000000.0,1,1,7,3
116937,39300,40413500000000.0,1,4,2,5
116942,39300,40413700000000.0,1,7,3,1
116943,39300,40413800000000.0,1,6,9,1
116949,39300,51742000000000.0,1,7,11,1
116963,39300,109664000000000.0,1,1,16,2
116977,39300,121648000000000.0,1,1,13,2
116989,39300,151348000000000.0,1,6,1,1
116990,39300,151748000000000.0,1,4,1,2
116995,39300,155694000000000.0,1,3,6,2
117012,39300,174894000000000.0,1,1,5,4
117023,39300,182004000000000.0,1,1,10,5
117031,39300,185964000000000.0,1,4,7,3
117038,39300,214083000000000.0,1,1,1,4
117042,39300,214413000000000.0,1,3,12,2
117046,39300,266094000000000.0,1,1,15,2
117048,39300,269054000000000.0,1,4,13,2
117050,39300,284700000000000.0,1,4,2,2
117053,39300,298055000000000.0,1,1,12,3
117056,39300,303431000000000.0,1,7,1,1
117059,39300,314086000000000.0,1,6,4,1
117060,39300,333055000000000.0,1,7,4,1
117065,39300,362015000000000.0,1,7,9,1
117067,39300,369055000000000.0,1,4,7,2
117069,39300,383044000000000.0,1,6,15,1
117072,39300,384337000000000.0,1,4,6,5
117077,39300,393044000000000.0,1,3,13,3
117081,39300,393045000000000.0,1,7,8,1
117103,39300,422180000000000.0,1,6,10,1
117105,39300,423300000000000.0,1,1,15,2
117107,39300,425681000000000.0,1,6,9,1
117111,39300,428911000000000.0,1,1,12,4
117116,39300,430580000000000.0,1,7,5,1
117121,39300,432700000000000.0,1,7,1,1
117123,39300,435881000000000.0,1,6,1,1
117125,39300,438311000000000.0,1,4,10,5
117130,39300,438611000000000.0,1,6,5,1
117131,39300,438711000000000.0,1,1,15,2
117137,39300,447371000000000.0,1,6,8,1
117144,39300,460180000000000.0,1,6,15,1
117146,39300,465221000000000.0,1,1,14,3
117150,39300,478320000000000.0,1,7,1,1
117151,39300,478881000000000.0,1,7,5,1
117154,39300,480300000000000.0,1,1,14,6
117160,39300,484338000000000.0,1,6,10,1
117161,39300,484951000000000.0,1,4,8,2
117176,39300,544074000000000.0,1,7,1,1
117178,39300,544106000000000.0,1,1,13,3
117183,39300,544869000000000.0,1,4,9,2
117199,39300,614411000000000.0,1,6,8,1
117200,39300,644154000000000.0,1,4,7,4
117206,39300,704738000000000.0,1,3,5,2
117212,39300,804432000000000.0,1,1,9,5
117218,39300,809422000000000.0,1,7,1,1
117220,39300,809432000000000.0,1,1,12,4
117229,39300,841047000000000.0,1,3,8,3
117232,39300,841240000000000.0,1,6,10,1
117233,39300,841347000000000.0,1,7,6,1
117235,39300,841640000000000.0,1,4,6,4
117243,39300,851245000000000.0,1,3,12,3
117246,39300,851845000000000.0,1,4,1,3
117258,39300,904731000000000.0,1,6,7,3
117266,39300,910200000000000.0,1,1,12,3
117269,39300,910300000000000.0,1,1,12,4
117279,39300,910302000000000.0,1,6,1,1
122617,34980,1277010000000.0,1,6,12,1
122641,34980,40710200000000.0,1,7,13,1
122643,34980,40710300000000.0,1,6,13,1
122660,34980,40710900000000.0,1,6,11,1
122665,34980,40711000000000.0,1,6,11,2
122672,34980,40711100000000.0,1,1,16,2
122675,34980,40711200000000.0,1,1,14,3
122687,34980,40711300000000.0,1,7,10,1
122709,34980,46047800000000.0,1,7,1,1
122711,34980,57484300000000.0,1,7,4,1
122712,34980,64027400000000.0,1,1,12,4
122716,34980,64027700000000.0,1,7,4,1
122723,34980,74081200000000.0,1,7,14,1
122733,34980,78067000000000.0,1,6,16,1
122736,34980,85097900000000.0,1,3,7,2
122738,34980,88077900000000.0,1,1,8,2
122740,34980,88097700000000.0,1,7,12,1
122747,34980,99007300000000.0,1,6,7,2
122773,34980,107804000000000.0,1,6,6,1
122793,34980,116464000000000.0,1,6,9,2
122795,34980,122017000000000.0,1,6,12,1
122798,34980,127380000000000.0,1,6,3,7
122805,34980,129854000000000.0,1,7,4,1
122815,34980,136754000000000.0,1,6,13,2
122820,34980,141274000000000.0,1,7,1,1
122823,34980,144414000000000.0,1,6,15,2
122851,34980,165244000000000.0,1,7,8,1
122859,34980,170914000000000.0,1,7,11,1
122870,34980,174389000000000.0,1,6,13,1
122880,34980,178068000000000.0,1,6,16,1
122889,34980,202403000000000.0,1,7,13,1
122891,34980,202413000000000.0,1,4,8,3
122907,34980,210003000000000.0,1,1,16,3
122910,34980,210008000000000.0,1,1,3,3
122915,34980,210108000000000.0,1,6,14,1
122922,34980,247928000000000.0,1,6,8,1
122924,34980,251976000000000.0,1,6,11,1
122934,34980,291172000000000.0,1,4,11,4
122938,34980,291772000000000.0,1,7,13,1
122939,34980,297453000000000.0,1,6,3,1
122954,34980,311474000000000.0,1,6,12,1
122975,34980,401240000000000.0,1,7,1,2
122977,34980,401940000000000.0,1,1,16,2
122990,34980,403251000000000.0,1,6,6,1
122995,34980,404730000000000.0,1,1,8,2
122999,34980,406321000000000.0,1,1,14,2
123002,34980,406921000000000.0,1,7,11,1
123003,34980,407391000000000.0,1,6,6,1
123010,34980,407891000000000.0,1,1,7,2
123029,34980,410111000000000.0,1,6,13,1
123044,34980,413151000000000.0,1,1,14,2
123048,34980,414030000000000.0,1,4,12,3
123057,34980,417101000000000.0,1,6,13,1
123066,34980,437821000000000.0,1,6,15,1
123067,34980,457250000000000.0,12,10,13,1
123068,34980,461271000000000.0,1,6,11,1
123092,34980,508410000000000.0,1,6,9,1
123095,34980,508420000000000.0,1,1,12,3
123103,34980,521479000000000.0,1,7,10,1
123104,34980,521779000000000.0,1,6,4,1
123105,34980,561073000000000.0,1,1,14,3
123108,34980,574234000000000.0,1,4,9,2
123134,34980,674496000000000.0,1,1,14,3
123137,34980,674545000000000.0,1,1,9,4
123161,34980,700640000000000.0,1,3,8,3
123164,34980,702403000000000.0,1,1,11,4
123205,34980,721640000000000.0,1,1,16,3
123215,34980,727387000000000.0,1,6,13,2
123220,34980,729970000000000.0,1,6,13,3
123227,34980,741241000000000.0,1,3,13,2
123234,34980,748760000000000.0,1,1,10,2
123238,34980,757244000000000.0,1,1,15,2
123247,34980,773490000000000.0,1,1,14,2
123257,34980,774120000000000.0,1,4,11,2
123261,34980,777821000000000.0,1,1,13,2
123264,34980,780831000000000.0,1,6,14,1
123270,34980,791760000000000.0,1,1,11,3
123275,34980,792570000000000.0,1,1,12,2
123282,34980,807416000000000.0,1,1,14,3
123285,34980,808412000000000.0,1,7,8,1
123286,34980,810005000000000.0,1,7,7,1
123300,34980,810102000000000.0,1,7,10,1
123301,34980,810105000000000.0,1,1,14,3
123307,34980,857480000000000.0,1,1,16,4
123324,34980,909410000000000.0,1,7,12,1
123328,34980,917287000000000.0,1,1,10,2
123330,34980,927372000000000.0,1,1,15,4
123346,34980,974941000000000.0,1,1,13,3
123359,34980,997453000000000.0,1,7,10,1
125507,19100,6414400000000.0,1,6,8,1
125510,26420,8256820000000.0,1,6,12,1
125529,19100,10105700000000.0,1,6,1,2
125538,19100,10303600000000.0,1,6,13,1
125544,26420,10441700000000.0,1,1,8,2
125549,26420,11403200000000.0,1,3,7,2
125562,26420,12103200000000.0,1,1,9,2
125569,26420,18295800000000.0,1,6,5,1
125581,26420,23410800000000.0,1,1,16,2
125586,26420,31088000000000.0,1,4,8,2
125624,19100,40810800000000.0,1,6,13,3
125634,19100,40810900000000.0,1,1,13,4
125654,19100,40811200000000.0,1,1,16,3
125676,19100,40811300000000.0,1,1,15,2
125678,19100,40811400000000.0,1,4,11,2
125683,19100,40811500000000.0,1,1,15,4
125692,19100,40811600000000.0,1,6,14,1
125761,19100,40812600000000.0,1,1,14,4
125766,19100,40812700000000.0,1,7,11,3
125788,19100,40812900000000.0,1,1,16,2
125794,19100,40813200000000.0,1,1,15,7
125804,19100,40813300000000.0,1,4,10,2
125806,19100,40813800000000.0,1,1,16,6
125812,19100,40813900000000.0,1,1,11,2
125815,19100,40814000000000.0,1,1,15,3
125826,19100,40814100000000.0,1,6,11,1
125834,19100,40814200000000.0,1,7,13,1
125841,19100,40814300000000.0,1,6,3,1
125842,19100,40814400000000.0,1,4,12,3
125848,19100,40814500000000.0,1,4,9,3
125852,19100,40815400000000.0,1,1,8,5
125857,19100,40815600000000.0,1,7,15,1
125859,19100,40815700000000.0,1,1,13,2
125861,19100,40815800000000.0,1,7,10,2
125886,19100,68830500000000.0,1,4,15,2
125902,26420,81381100000000.0,1,6,12,1
125903,26420,81481000000000.0,1,7,7,1
125905,26420,81581000000000.0,1,7,9,1
125906,26420,81681100000000.0,1,7,1,1
125907,26420,81781100000000.0,1,4,3,3
125912,26420,84231200000000.0,1,7,4,1
125917,19100,84234200000000.0,1,6,6,1
125925,19100,84464200000000.0,1,1,16,4
125934,19100,84682100000000.0,1,1,14,4
125943,19100,84800100000000.0,1,1,9,5
125958,26420,98466600000000.0,1,1,5,4
125967,26420,100068000000000.0,1,6,14,1
125986,19100,104440000000000.0,1,1,14,3
125989,19100,104460000000000.0,1,7,15,1
125992,19100,104744000000000.0,1,1,16,3
125999,19100,104974000000000.0,1,3,7,3
126019,19100,107304000000000.0,1,7,12,2
126061,19100,111744000000000.0,1,6,8,1
126072,26420,114934000000000.0,1,1,16,7
126098,19100,117434000000000.0,1,7,7,1
126100,26420,118295000000000.0,1,7,5,1
126101,26420,118297000000000.0,1,1,14,3
126105,26420,118354000000000.0,1,1,15,3
126122,26420,119068000000000.0,1,1,10,3
126125,26420,119069000000000.0,1,1,9,4
126129,26420,119446000000000.0,1,1,12,5
126134,26420,119456000000000.0,1,4,6,2
126182,19100,128004000000000.0,1,4,11,3
126201,19100,128388000000000.0,1,1,14,2
126209,19100,129604000000000.0,1,1,15,3
126217,19100,130394000000000.0,1,1,14,2
126222,26420,130614000000000.0,1,1,16,4
126247,19100,134744000000000.0,1,3,14,2
126257,26420,136544000000000.0,1,1,9,4
126262,19100,138008000000000.0,1,1,2,2
126264,19100,138009000000000.0,1,6,16,1
126273,26420,140814000000000.0,5,1,6,3
126278,26420,140815000000000.0,1,1,11,3
126309,26420,140816000000000.0,1,3,11,5
126319,19100,142734000000000.0,1,1,15,2
126321,26420,145038000000000.0,1,1,10,6
126328,26420,145039000000000.0,1,4,2,8
126354,19100,150924000000000.0,1,1,9,2
126364,26420,154069000000000.0,1,4,6,2
126372,26420,157974000000000.0,1,4,5,3
126375,19100,159414000000000.0,1,4,6,2
126399,19100,160049000000000.0,1,4,13,3
126411,26420,161088000000000.0,1,6,6,1
126412,26420,161186000000000.0,1,1,11,5
126417,26420,161188000000000.0,1,4,9,3
126420,26420,161288000000000.0,1,7,15,1
126421,26420,161386000000000.0,1,4,6,6
126428,26420,161486000000000.0,1,1,10,2
126431,26420,161586000000000.0,1,1,15,2
126436,26420,161788000000000.0,1,1,16,2
126438,26420,161888000000000.0,1,1,14,2
126441,19100,162334000000000.0,1,7,13,1
126474,19100,165224000000000.0,1,1,12,3
126480,26420,166084000000000.0,1,1,4,5
126499,26420,167008000000000.0,1,1,11,2
126506,26420,168714000000000.0,1,1,16,2
126519,19100,169594000000000.0,1,3,9,3
126530,19100,170444000000000.0,1,4,9,3
126550,26420,173824000000000.0,1,1,16,5
126585,26420,183464000000000.0,1,1,3,4
126613,19100,184674000000000.0,1,3,5,4
126627,26420,186038000000000.0,1,1,13,2
126629,26420,186144000000000.0,1,6,1,1
126643,19100,186354000000000.0,1,1,7,4
126650,19100,188494000000000.0,1,4,5,2
126659,26420,191049000000000.0,1,1,16,4
126686,19100,196324000000000.0,1,1,14,4
126690,19100,197504000000000.0,1,1,15,2
126693,26420,199079000000000.0,1,1,7,2
126695,19100,201087000000000.0,1,1,10,6
126701,26420,201283000000000.0,1,6,8,1
126705,19100,201687000000000.0,1,1,6,8
126718,19100,205454000000000.0,1,1,4,5
126727,19100,207419000000000.0,1,7,13,1
126733,19100,208240000000000.0,1,1,14,3
126736,26420,208259000000000.0,1,6,15,1
126776,26420,218298000000000.0,1,1,9,5
126790,19100,228382000000000.0,1,6,1,1
126805,26420,240811000000000.0,1,6,15,1
126810,26420,240812000000000.0,5,1,6,6
126836,19100,248662000000000.0,1,1,14,5
126856,19100,260099000000000.0,1,1,15,3
126871,19100,268832000000000.0,1,1,15,2
126880,19100,278862000000000.0,1,7,9,1
126914,19100,284703000000000.0,1,6,12,1
126950,19100,293008000000000.0,1,6,6,1
126956,19100,296009000000000.0,1,1,14,4
126961,26420,298470000000000.0,1,1,9,2
126972,19100,303421000000000.0,1,4,10,2
126980,19100,307088000000000.0,1,7,10,1
126994,19100,309436000000000.0,1,1,7,4
127031,19100,310401000000000.0,1,1,9,2
127037,19100,310402000000000.0,1,1,7,4
127041,19100,310408000000000.0,1,1,11,4
127050,19100,310501000000000.0,1,7,7,1
127052,26420,311503000000000.0,1,3,3,2
127054,26420,318307000000000.0,1,6,12,1
127059,19100,326059000000000.0,1,4,10,2
127063,26420,331987000000000.0,1,7,15,1
127064,19100,333068000000000.0,1,7,7,1
127065,19100,335068000000000.0,1,1,13,6
127072,19100,348661000000000.0,1,1,16,5
127088,19100,352079000000000.0,1,1,16,4
127099,19100,374019000000000.0,1,3,10,3
127104,26420,384026000000000.0,1,6,15,1
127117,19100,393009000000000.0,1,7,12,1
127119,19100,396008000000000.0,1,3,8,2
127121,26420,400068000000000.0,1,4,6,6
127131,19100,401289000000000.0,1,4,10,4
127142,19100,401389000000000.0,1,7,9,2
127153,19100,402980000000000.0,1,4,12,3
127160,19100,403447000000000.0,1,3,14,3
127169,19100,405445000000000.0,1,7,15,1
127175,19100,407089000000000.0,1,1,14,2
127178,19100,407436000000000.0,1,7,9,1
127179,19100,407456000000000.0,1,1,5,4
127183,19100,407880000000000.0,1,1,12,4
127197,26420,408306000000000.0,1,4,1,5
127251,19100,410409000000000.0,1,6,12,1
127253,19100,410502000000000.0,1,1,15,2
127255,19100,410503000000000.0,1,6,1,1
127270,26420,411502000000000.0,1,7,12,1
127278,19100,412171000000000.0,1,1,15,3
127282,19100,412671000000000.0,1,7,12,1
127288,26420,413323000000000.0,1,6,11,2
127290,26420,413592000000000.0,5,1,12,4
127320,26420,415460000000000.0,1,1,10,2
127326,26420,415470000000000.0,1,7,8,1
127329,26420,415893000000000.0,1,6,7,1
127330,19100,416101000000000.0,1,1,14,2
127337,26420,416412000000000.0,1,3,10,3
127342,26420,416693000000000.0,1,3,12,2
127344,26420,416712000000000.0,1,1,6,5
127359,26420,417233000000000.0,1,1,16,3
127368,26420,417833000000000.0,1,1,16,2
127374,26420,418300000000000.0,1,3,9,4
127378,26420,418309000000000.0,1,7,12,1
127381,26420,418903000000000.0,1,6,7,1
127385,19100,420841000000000.0,1,7,12,1
127402,19100,422870000000000.0,1,1,16,5
127426,26420,425420000000000.0,1,4,9,3
127435,19100,426751000000000.0,1,1,16,4
127452,19100,429600000000000.0,1,7,13,1
127453,19100,429841000000000.0,1,1,10,5
127458,26420,430088000000000.0,1,1,16,2
127461,26420,430089000000000.0,1,1,16,4
127470,19100,432251000000000.0,1,6,8,1
127473,19100,433971000000000.0,1,2,11,5
127478,19100,435068000000000.0,1,7,8,1
127479,19100,435260000000000.0,1,7,13,1
127480,19100,435960000000000.0,1,1,14,2
127482,19100,436670000000000.0,1,1,16,4
127486,19100,436951000000000.0,1,1,14,2
127488,26420,438568000000000.0,1,6,10,1
127493,19100,440141000000000.0,5,1,9,4
127497,19100,440281000000000.0,1,1,11,10
127507,19100,440381000000000.0,1,1,7,2
127509,19100,440481000000000.0,1,7,1,1
